Alegría-Dulantzi,id01001
Carrascosa de Haro,id16058
Casas de Benítez,id16060
Casas de Fernando Alonso,id16061
Casas de Garcimolina,id16062
Casas de Guijarro,id16063
Casas de Haro,id16064
Casas de los Pinos,id16065
Casasimarro,id16066
Castejón,id16067
Castillejo de Iniesta,id16068
Castillejo-Sierra,id16070
Castillo-Albaráñez,id16071
Castillo de Garcimuñoz,id16072
Cervera del Llano,id16073
"Cierva, La",id16074
Cuenca,id16078
Cueva del Hierro,id16079
Chumillas,id16081
Enguídanos,id16082
Fresneda de Altarejos,id16083
Fresneda de la Sierra,id16084
"Frontera, La",id16085
Fuente de Pedro Naharro,id16086
Fuentelespino de Haro,id16087
Fuentelespino de Moya,id16088
Fuentes,id16089
Fuertescusa,id16091
Gabaldón,id16092
Garaballa,id16093
Gascueña,id16094
Graja de Campalbo,id16095
Graja de Iniesta,id16096
Henarejos,id16097
"Herrumblar, El",id16098
"Hinojosa, La",id16099
"Hinojosos, Los",id16100
"Hito, El",id16101
Honrubia,id16102
Hontanaya,id16103
Hontecillas,id16104
Horcajo de Santiago,id16106
Huélamo,id16107
Huelves,id16108
Huérguina,id16109
Huerta de la Obispalía,id16110
Huerta del Marquesado,id16111
Huete,id16112
Iniesta,id16113
Laguna del Marquesado,id16115
Lagunaseca,id16116
Landete,id16117
Ledaña,id16118
Leganiel,id16119
"Majadas, Las",id16121
Mariana,id16122
Masegosa,id16123
"Mesas, Las",id16124
Minglanilla,id16125
Mira,id16126
Monreal del Llano,id16128
Montalbanejo,id16129
Montalbo,id16130
Monteagudo de las Salinas,id16131
Mota de Altarejos,id16132
Mota del Cuervo,id16133
Motilla del Palancar,id16134
Moya,id16135
Narboneta,id16137
Olivares de Júcar,id16139
Olmeda de la Cuesta,id16140
Olmeda del Rey,id16141
Olmedilla de Alarcón,id16142
Olmedilla de Eliz,id16143
Osa de la Vega,id16145
Pajarón,id16146
Pajaroncillo,id16147
Palomares del Campo,id16148
Palomera,id16149
Paracuellos,id16150
Paredes,id16151
"Parra de las Vegas, La",id16152
"Pedernoso, El",id16153
"Pedroñeras, Las",id16154
"Peral, El",id16155
"Peraleja, La",id16156
"Pesquera, La",id16157
"Picazo, El",id16158
Pinarejo,id16159
Pineda de Gigüela,id16160
Piqueras del Castillo,id16161
Portalrubio de Guadamejud,id16162
Portilla,id16163
Poyatos,id16165
Pozoamargo,id16166
Pozorrubio de Santiago,id16167
"Pozuelo, El",id16169
Priego,id16170
"Provencio, El",id16171
Puebla de Almenara,id16172
"Valle de Altomira, el",id16173
Puebla del Salvador,id16174
Quintanar del Rey,id16175
Rada de Haro,id16176
Reíllo,id16177
Rozalén del Monte,id16181
Saceda-Trasierra,id16185
Saelices,id16186
Salinas del Manzano,id16187
Salmeroncillos,id16188
Salvacañete,id16189
San Clemente,id16190
San Lorenzo de la Parrilla,id16191
San Martín de Boniches,id16192
San Pedro Palmiches,id16193
Santa Cruz de Moya,id16194
Santa María del Campo Rus,id16195
Santa María de los Llanos,id16196
Santa María del Val,id16197
Sisante,id16198
Solera de Gabaldón,id16199
Talayuelas,id16202
Tarancón,id16203
Tébar,id16204
Tejadillos,id16205
Tinajas,id16206
Torralba,id16209
Torrejoncillo del Rey,id16211
Torrubia del Campo,id16212
Torrubia del Castillo,id16213
Tragacete,id16215
Tresjuncos,id16216
Tribaldos,id16217
Uclés,id16218
Uña,id16219
Valdemeca,id16224
Valdemorillo de la Sierra,id16225
Valdemoro-Sierra,id16227
Valdeolivas,id16228
Valhermoso de la Fuente,id16231
Valsalobre,id16234
Valverde de Júcar,id16236
Valverdejo,id16237
Vara de Rey,id16238
Vega del Codorno,id16239
Vellisca,id16240
Villaconejos de Trabaque,id16242
Villaescusa de Haro,id16243
Villagarcía del Llano,id16244
Villalba de la Sierra,id16245
Villalba del Rey,id16246
Villalgordo del Marquesado,id16247
Villalpardo,id16248
Villamayor de Santiago,id16249
Villanueva de Guadamejud,id16250
Villanueva de la Jara,id16251
Villar de Cañas,id16253
Villar de Domingo García,id16254
Villar de la Encina,id16255
Villar del Humo,id16258
Villar del Infantado,id16259
Villar de Olalla,id16263
Villarejo de Fuentes,id16264
Villarejo de la Peñuela,id16265
Villarejo-Periesteban,id16266
Villares del Saz,id16269
Villarrubio,id16270
Villarta,id16271
Villas de la Ventosa,id16272
Villaverde y Pasaconsol,id16273
Víllora,id16274
Vindel,id16275
Yémeda,id16276
Zafra de Záncara,id16277
Zafrilla,id16278
Zarza de Tajo,id16279
Zarzuela,id16280
Campos del Paraíso,id16901
Valdetórtola,id16902
"Valeras, Las",id16903
Fuentenava de Jábaga,id16904
Arcas,id16905
"Valdecolmenas, Los",id16906
Pozorrubielos de la Mancha,id16908
Sotorribas,id16909
Villar y Velasco,id16910
Agullana,id17001
Aiguaviva,id17002
Albanyà,id17003
Albons,id17004
"Far d'Empordà, El",id17005
Alp,id17006
Amer,id17007
Anglès,id17008
Arbúcies,id17009
Argelaguer,id17010
"Armentera, L'",id17011
Avinyonet de Puigventós,id17012
Begur,id17013
"Vajol, La",id17014
Banyoles,id17015
Bàscara,id17016
Bellcaire d'Empordà,id17018
Besalú,id17019
Bescanó,id17020
Beuda,id17021
"Bisbal d'Empordà, La",id17022
Blanes,id17023
Bolvir,id17024
Bordils,id17025
Borrassà,id17026
Breda,id17027
Brunyola,id17028
Boadella i les Escaules,id17029
Cabanes,id17030
Cabanelles,id17031
Cadaqués,id17032
Caldes de Malavella,id17033
Calonge,id17034
Camós,id17035
Campdevànol,id17036
Campelles,id17037
Campllong,id17038
Camprodon,id17039
Canet d'Adri,id17040
Cantallops,id17041
Capmany,id17042
Queralbs,id17043
Cassà de la Selva,id17044
Castellfollit de la Roca,id17046
Castelló d'Empúries,id17047
Castell-Platja d'Aro,id17048
Celrà,id17049
Cervià de Ter,id17050
Cistella,id17051
Siurana,id17052
Colera,id17054
Colomers,id17055
Cornellà del Terri,id17056
Corçà,id17057
Crespià,id17058
Darnius,id17060
Das,id17061
"Escala, L'",id17062
Espinelves,id17063
Espolla,id17064
Esponellà,id17065
Figueres,id17066
Flaçà,id17067
Foixà,id17068
Fontanals de Cerdanya,id17069
Fontanilles,id17070
Fontcoberta,id17071
Fornells de la Selva,id17073
Fortià,id17074
Garrigàs,id17075
Garrigoles,id17076
Garriguella,id17077
Ger,id17078
Girona,id17079
Gombrèn,id17080
Gualta,id17081
Guils de Cerdanya,id17082
Hostalric,id17083
Isòvol,id17084
Jafre,id17085
"Jonquera, La",id17086
Juià,id17087
Lladó,id17088
Llagostera,id17089
Llambilles,id17090
Llanars,id17091
Llançà,id17092
Llers,id17093
Llívia,id17094
Lloret de Mar,id17095
"Llosses, Les",id17096
Madremanya,id17097
Maià de Montcal,id17098
Meranges,id17099
Masarac,id17100
Massanes,id17101
Maçanet de Cabrenys,id17102
Maçanet de la Selva,id17103
Mieres,id17105
Mollet de Peralada,id17106
Molló,id17107
Montagut i Oix,id17109
Mont-ras,id17110
Navata,id17111
Ogassa,id17112
Olot,id17114
Ordis,id17115
Osor,id17116
Palafrugell,id17117
Palamós,id17118
Palau de Santa Eulàlia,id17119
Palau-saverdera,id17120
Palau-sator,id17121
Palol de Revardit,id17123
Pals,id17124
Pardines,id17125
Parlavà,id17126
Pau,id17128
Pedret i Marzà,id17129
"Pera, La",id17130
Peralada,id17132
"Planes d'Hostoles, Les",id17133
Planoles,id17134
Pont de Molins,id17135
Pontós,id17136
Porqueres,id17137
Portbou,id17138
"Preses, Les",id17139
"Port de la Selva, El",id17140
Puigcerdà,id17141
Quart,id17142
Rabós,id17143
Regencós,id17144
Ribes de Freser,id17145
Riells i Viabrea,id17146
Ripoll,id17147
Riudarenes,id17148
Riudaura,id17149
Riudellots de la Selva,id17150
Riumors,id17151
Roses,id17152
Rupià,id17153
Sales de Llierca,id17154
Salt,id17155
Sant Andreu Salou,id17157
Sant Climent Sescebes,id17158
Sant Feliu de Buixalleu,id17159
Sant Feliu de Guíxols,id17160
Sant Feliu de Pallerols,id17161
Sant Ferriol,id17162
Sant Gregori,id17163
Sant Hilari Sacalm,id17164
Sant Jaume de Llierca,id17165
Sant Jordi Desvalls,id17166
Sant Joan de les Abadesses,id17167
Sant Joan de Mollet,id17168
Sant Julià de Ramis,id17169
Vallfogona de Ripollès,id17170
Sant Llorenç de la Muga,id17171
Sant Martí de Llémena,id17172
Sant Martí Vell,id17173
Sant Miquel de Campmajor,id17174
Sant Miquel de Fluvià,id17175
Sant Mori,id17176
Sant Pau de Segúries,id17177
Sant Pere Pescador,id17178
Santa Coloma de Farners,id17180
Santa Cristina d'Aro,id17181
Santa Llogaia d'Àlguema,id17182
Sant Aniol de Finestres,id17183
Santa Pau,id17184
Sant Joan les Fonts,id17185
Sarrià de Ter,id17186
"Saus, Camallera i Llampaies",id17187
"Selva de Mar, La",id17188
"Cellera de Ter, La",id17189
Serinyà,id17190
Serra de Daró,id17191
Setcases,id17192
Sils,id17193
Susqueda,id17194
"Tallada d'Empordà, La",id17195
Terrades,id17196
Torrent,id17197
Torroella de Fluvià,id17198
Torroella de Montgrí,id17199
Tortellà,id17200
Toses,id17201
Tossa de Mar,id17202
Ultramort,id17203
Ullà,id17204
Ullastret,id17205
Urús,id17206
"Vall d'en Bas, La",id17207
"Vall de Bianya, La",id17208
Vall-llobrega,id17209
Ventalló,id17210
Verges,id17211
Vidrà,id17212
Vidreres,id17213
Vilabertran,id17214
Vilablareix,id17215
Viladasens,id17216
Viladamat,id17217
Vilademuls,id17218
Viladrau,id17220
Vilafant,id17221
Vilaür,id17222
Vilajuïga,id17223
Vilallonga de Ter,id17224
Vilamacolum,id17225
Vilamalla,id17226
Vilamaniscle,id17227
Vilanant,id17228
Vila-sacra,id17230
Vilopriu,id17232
Vilobí d'Onyar,id17233
Biure,id17234
"Cruïlles, Monells i Sant Sadurní de l'Heura",id17901
Forallac,id17902
Sant Julià del Llor i Bonmatí,id17903
Agrón,id18001
Alamedilla,id18002
Albolote,id18003
Albondón,id18004
Albuñán,id18005
Albuñol,id18006
Albuñuelas,id18007
Aldeire,id18010
Alfacar,id18011
Algarinejo,id18012
Alhama de Granada,id18013
Alhendín,id18014
Alicún de Ortega,id18015
Almegíjar,id18016
Almuñécar,id18017
Alquife,id18018
Arenas del Rey,id18020
Armilla,id18021
Atarfe,id18022
Baza,id18023
Beas de Granada,id18024
Beas de Guadix,id18025
Benalúa,id18027
Benalúa de las Villas,id18028
Benamaurel,id18029
Bérchules,id18030
Bubión,id18032
Busquístar,id18033
Cacín,id18034
Cádiar,id18035
Cájar,id18036
Calicasas,id18037
Campotéjar,id18038
Caniles,id18039
Cáñar,id18040
Capileira,id18042
Carataunas,id18043
Cástaras,id18044
Castilléjar,id18045
Castril,id18046
Cenes de la Vega,id18047
Cijuela,id18048
Cogollos de Guadix,id18049
Cogollos de la Vega,id18050
Colomera,id18051
Cortes de Baza,id18053
Cortes y Graena,id18054
Cúllar,id18056
Cúllar Vega,id18057
Chauchina,id18059
Chimeneas,id18061
Churriana de la Vega,id18062
Darro,id18063
Dehesas de Guadix,id18064
Dehesas Viejas,id18065
Deifontes,id18066
Diezma,id18067
Dílar,id18068
Dólar,id18069
Dúdar,id18070
Dúrcal,id18071
Escúzar,id18072
Ferreira,id18074
Fonelas,id18076
Freila,id18078
Fuente Vaqueros,id18079
Galera,id18082
Gobernador,id18083
Gójar,id18084
Gor,id18085
Gorafe,id18086
Granada,id18087
Guadahortuna,id18088
Guadix,id18089
Gualchos,id18093
Güejar Sierra,id18094
Güevéjar,id18095
Huélago,id18096
Huéneja,id18097
Huéscar,id18098
Huétor de Santillán,id18099
Huétor Tájar,id18100
Huétor Vega,id18101
Illora,id18102
Itrabo,id18103
Iznalloz,id18105
Jayena,id18107
Jerez del Marquesado,id18108
Jete,id18109
Jun,id18111
Juviles,id18112
"Calahorra, La",id18114
Láchar,id18115
Lanjarón,id18116
Lanteira,id18117
Lecrín,id18119
Lentegí,id18120
Lobras,id18121
Loja,id18122
Lugros,id18123
Lújar,id18124
"Malahá, La",id18126
Maracena,id18127
Marchal,id18128
Moclín,id18132
Molvízar,id18133
Monachil,id18134
Montefrío,id18135
Montejícar,id18136
Montillana,id18137
Moraleda de Zafayona,id18138
Motril,id18140
Murtas,id18141
Nigüelas,id18143
Nívar,id18144
Ogíjares,id18145
Orce,id18146
Órgiva,id18147
Otívar,id18148
Villa de Otura,id18149
Padul,id18150
Pampaneira,id18151
Pedro Martínez,id18152
Peligros,id18153
"Peza, La",id18154
Pinos Genil,id18157
Pinos Puente,id18158
Píñar,id18159
Polícar,id18161
Polopos,id18162
Pórtugos,id18163
Puebla de Don Fadrique,id18164
Pulianas,id18165
Purullena,id18167
Quéntar,id18168
Rubite,id18170
Salar,id18171
Salobreña,id18173
Santa Cruz del Comercio,id18174
Santa Fe,id18175
Soportújar,id18176
Sorvilán,id18177
Torre-Cardela,id18178
Torvizcón,id18179
Trevélez,id18180
Turón,id18181
Ugíjar,id18182
Válor,id18183
Vélez de Benaudalla,id18184
Ventas de Huelma,id18185
Villanueva de las Torres,id18187
Villanueva Mesía,id18188
Víznar,id18189
Zafarraya,id18192
"Zubia, La",id18193
Zújar,id18194
"Taha, La",id18901
"Valle, El",id18902
Nevada,id18903
Alpujarra de la Sierra,id18904
"Gabias, Las",id18905
"Guajares, Los",id18906
Valle del Zalabí,id18907
Villamena,id18908
Morelábor,id18909
"Pinar, El",id18910
Vegas del Genil,id18911
Cuevas del Campo,id18912
Zagra,id18913
Valderrubio,id18914
Abánades,id19001
Ablanque,id19002
Adobes,id19003
Alaminos,id19004
Alarilla,id19005
Albalate de Zorita,id19006
Albares,id19007
Albendiego,id19008
Alcocer,id19009
Alcolea de las Peñas,id19010
Alcolea del Pinar,id19011
Alcoroches,id19013
Aldeanueva de Guadalajara,id19015
Algar de Mesa,id19016
Algora,id19017
Alhóndiga,id19018
Alique,id19019
Almadrones,id19020
Almoguera,id19021
Almonacid de Zorita,id19022
Alocén,id19023
Alovera,id19024
Alustante,id19027
Angón,id19031
Anguita,id19032
Anquela del Ducado,id19033
Anquela del Pedregal,id19034
Aranzueque,id19036
Arbancón,id19037
Arbeteta,id19038
Argecilla,id19039
Armallones,id19040
Armuña de Tajuña,id19041
Arroyo de las Fraguas,id19042
Atanzón,id19043
Atienza,id19044
Auñón,id19045
Azuqueca de Henares,id19046
Baides,id19047
Baños de Tajo,id19048
Bañuelos,id19049
Barriopedro,id19050
Berninches,id19051
"Bodera, La",id19052
Brihuega,id19053
Budia,id19054
Bujalaro,id19055
Bustares,id19057
Cabanillas del Campo,id19058
Campillo de Dueñas,id19059
Campillo de Ranas,id19060
Campisábalos,id19061
Canredondo,id19064
Cantalojas,id19065
Cañizar,id19066
"Cardoso de la Sierra, El",id19067
Casa de Uceda,id19070
"Casar, El",id19071
Casas de San Galindo,id19073
Caspueñas,id19074
Castejón de Henares,id19075
Castellar de la Muela,id19076
Castilforte,id19078
Castilnuevo,id19079
Cendejas de Enmedio,id19080
Cendejas de la Torre,id19081
Centenera,id19082
Cifuentes,id19086
Cincovillas,id19087
Ciruelas,id19088
Ciruelos del Pinar,id19089
Cobeta,id19090
Cogollor,id19091
Cogolludo,id19092
Condemios de Abajo,id19095
Condemios de Arriba,id19096
Congostrina,id19097
Copernal,id19098
Corduente,id19099
"Cubillo de Uceda, El",id19102
Checa,id19103
Chequilla,id19104
Chiloeches,id19105
Chillarón del Rey,id19106
Driebes,id19107
Durón,id19108
Embid,id19109
Escamilla,id19110
Escariche,id19111
Escopete,id19112
Espinosa de Henares,id19113
Esplegares,id19114
Establés,id19115
Estriégana,id19116
Fontanar,id19117
Fuembellida,id19118
Fuencemillán,id19119
Fuentelahiguera de Albatages,id19120
Fuentelencina,id19121
Fuentelsaz,id19122
Fuentelviejo,id19123
Fuentenovilla,id19124
Gajanejos,id19125
Galápagos,id19126
Galve de Sorbe,id19127
Gascueña de Bornova,id19129
Guadalajara,id19130
Henche,id19132
Heras de Ayuso,id19133
Herrería,id19134
Hiendelaencina,id19135
Hijes,id19136
Hita,id19138
Hombrados,id19139
Hontoba,id19142
Horche,id19143
Hortezuela de Océn,id19145
"Huerce, La",id19146
Huérmeces del Cerro,id19147
Huertahernando,id19148
Hueva,id19150
Humanes,id19151
Illana,id19152
Iniéstola,id19153
"Inviernas, Las",id19154
Irueste,id19155
Jadraque,id19156
Jirueque,id19157
Ledanca,id19159
Loranca de Tajuña,id19160
Lupiana,id19161
Luzaga,id19162
Luzón,id19163
Majaelrayo,id19165
Málaga del Fresno,id19166
Malaguilla,id19167
Mandayona,id19168
Mantiel,id19169
Maranchón,id19170
Marchamalo,id19171
Masegoso de Tajuña,id19172
Matarrubia,id19173
Matillas,id19174
Mazarete,id19175
Mazuecos,id19176
Medranda,id19177
Megina,id19178
Membrillera,id19179
Miedes de Atienza,id19181
"Mierla, La",id19182
Milmarcos,id19183
Millana,id19184
"Miñosa, La",id19185
Mirabueno,id19186
Miralrío,id19187
Mochales,id19188
Mohernando,id19189
Molina de Aragón,id19190
Monasterio,id19191
Mondéjar,id19192
Montarrón,id19193
Moratilla de los Meleros,id19194
Morenilla,id19195
Muduex,id19196
"Navas de Jadraque, Las",id19197
Negredo,id19198
Ocentejo,id19199
"Olivar, El",id19200
Olmeda de Cobeta,id19201
"Olmeda de Jadraque, La",id19202
"Ordial, El",id19203
Orea,id19204
Pálmaces de Jadraque,id19208
Pardos,id19209
Paredes de Sigüenza,id19210
Pareja,id19211
Pastrana,id19212
"Pedregal, El",id19213
Peñalén,id19214
Peñalver,id19215
Peralejos de las Truchas,id19216
Peralveche,id19217
Pinilla de Jadraque,id19218
Pinilla de Molina,id19219
Pioz,id19220
Piqueras,id19221
"Pobo de Dueñas, El",id19222
Poveda de la Sierra,id19223
Pozo de Almoguera,id19224
Pozo de Guadalajara,id19225
Prádena de Atienza,id19226
Prados Redondos,id19227
Puebla de Beleña,id19228
Puebla de Valles,id19229
Quer,id19230
Rebollosa de Jadraque,id19231
"Recuenco, El",id19232
Renera,id19233
Retiendas,id19234
Riba de Saelices,id19235
Rillo de Gallo,id19237
Riofrío del Llano,id19238
Robledillo de Mohernando,id19239
Robledo de Corpes,id19240
Romanillos de Atienza,id19241
Romanones,id19242
Rueda de la Sierra,id19243
Sacecorbo,id19244
Sacedón,id19245
Saelices de la Sal,id19246
Salmerón,id19247
San Andrés del Congosto,id19248
San Andrés del Rey,id19249
Santiuste,id19250
Saúca,id19251
Sayatón,id19252
Selas,id19254
Setiles,id19255
Sienes,id19256
Sigüenza,id19257
Solanillos del Extremo,id19258
Somolinos,id19259
"Sotillo, El",id19260
Sotodosos,id19261
Tamajón,id19262
Taragudo,id19263
Taravilla,id19264
Tartanedo,id19265
Tendilla,id19266
Terzaga,id19267
Tierzo,id19268
"Toba, La",id19269
Tordelrábano,id19270
Tordellego,id19271
Tordesilos,id19272
Torija,id19274
Torrecuadrada de Molina,id19277
Torrecuadradilla,id19278
Torre del Burgo,id19279
Torrejón del Rey,id19280
Torremocha de Jadraque,id19281
Torremocha del Campo,id19282
Torremocha del Pinar,id19283
Torremochuela,id19284
Torrubia,id19285
Tórtola de Henares,id19286
Tortuera,id19287
Tortuero,id19288
Traíd,id19289
Trijueque,id19290
Trillo,id19291
Uceda,id19293
Ujados,id19294
Utande,id19296
Valdarachas,id19297
Valdearenas,id19298
Valdeavellano,id19299
Valdeaveruelo,id19300
Valdeconcha,id19301
Valdegrudas,id19302
Valdelcubo,id19303
Valdenuño Fernández,id19304
Valdepeñas de la Sierra,id19305
Valderrebollo,id19306
Valdesotos,id19307
Valfermoso de Tajuña,id19308
Valhermoso,id19309
Valtablado del Río,id19310
Valverde de los Arroyos,id19311
Viana de Jadraque,id19314
Villanueva de Alcorón,id19317
Villanueva de Argecilla,id19318
Villanueva de la Torre,id19319
Villares de Jadraque,id19321
Villaseca de Henares,id19322
Villaseca de Uceda,id19323
Villel de Mesa,id19324
Viñuelas,id19325
Yebes,id19326
Yebra,id19327
Yélamos de Abajo,id19329
Yélamos de Arriba,id19330
Yunquera de Henares,id19331
"Yunta, La",id19332
Zaorejas,id19333
Zarzuela de Jadraque,id19334
Zorita de los Canes,id19335
Semillas,id19901
Abaltzisketa,id20001
Aduna,id20002
Aizarnazabal,id20003
Albiztur,id20004
Alegia,id20005
Alkiza,id20006
Altzo,id20007
Amezketa,id20008
Andoain,id20009
Anoeta,id20010
Antzuola,id20011
Arama,id20012
Aretxabaleta,id20013
Asteasu,id20014
Ataun,id20015
Aia,id20016
Azkoitia,id20017
Azpeitia,id20018
Beasain,id20019
Beizama,id20020
Belauntza,id20021
Berastegi,id20022
Berrobi,id20023
Bidania-Goiatz,id20024
Zegama,id20025
Zerain,id20026
Zestoa,id20027
Zizurkil,id20028
Deba,id20029
Eibar,id20030
Elduain,id20031
Elgoibar,id20032
Elgeta,id20033
Eskoriatza,id20034
Ezkio-Itsaso,id20035
Hondarribia,id20036
Gaintza,id20037
Gabiria,id20038
Getaria,id20039
Hernani,id20040
Hernialde,id20041
Ibarra,id20042
Idiazabal,id20043
Ikaztegieta,id20044
Irun,id20045
Irura,id20046
Itsasondo,id20047
Larraul,id20048
Lazkao,id20049
Leaburu,id20050
Legazpi,id20051
Legorreta,id20052
Lezo,id20053
Lizartza,id20054
Arrasate/Mondragón,id20055
Mutriku,id20056
Mutiloa,id20057
Olaberria,id20058
Oñati,id20059
Orexa,id20060
Orio,id20061
Ormaiztegi,id20062
Oiartzun,id20063
Pasaia,id20064
Soraluze-Placencia de las Armas,id20065
Errezil,id20066
Errenteria,id20067
Leintz-Gatzaga,id20068
Donostia/San Sebastián,id20069
Segura,id20070
Tolosa,id20071
Urnieta,id20072
Usurbil,id20073
Bergara,id20074
Villabona,id20075
Ordizia,id20076
Urretxu,id20077
Zaldibia,id20078
Zarautz,id20079
Zumarraga,id20080
Zumaia,id20081
Mendaro,id20901
Lasarte-Oria,id20902
Astigarraga,id20903
Baliarrain,id20904
Orendain,id20905
Altzaga,id20906
Gaztelu,id20907
Alájar,id21001
Aljaraque,id21002
"Almendro, El",id21003
Almonaster la Real,id21004
Almonte,id21005
Alosno,id21006
Aracena,id21007
Aroche,id21008
Arroyomolinos de León,id21009
Ayamonte,id21010
Beas,id21011
Berrocal,id21012
Bollullos Par del Condado,id21013
Bonares,id21014
Cabezas Rubias,id21015
Cala,id21016
Calañas,id21017
"Campillo, El",id21018
Campofrío,id21019
Cañaveral de León,id21020
Cartaya,id21021
Castaño del Robledo,id21022
"Cerro de Andévalo, El",id21023
Corteconcepción,id21024
Cortegana,id21025
Cortelazor,id21026
Cumbres de Enmedio,id21027
Cumbres de San Bartolomé,id21028
Cumbres Mayores,id21029
Chucena,id21030
Encinasola,id21031
Escacena del Campo,id21032
Fuenteheridos,id21033
Galaroza,id21034
Gibraleón,id21035
"Granada de Río-Tinto, La",id21036
"Granado, El",id21037
Higuera de la Sierra,id21038
Hinojales,id21039
Hinojos,id21040
Huelva,id21041
Isla Cristina,id21042
Jabugo,id21043
Lepe,id21044
Linares de la Sierra,id21045
Lucena del Puerto,id21046
Manzanilla,id21047
"Marines, Los",id21048
Minas de Riotinto,id21049
Moguer,id21050
"Nava, La",id21051
Nerva,id21052
Niebla,id21053
"Palma del Condado, La",id21054
Palos de la Frontera,id21055
Paterna del Campo,id21056
Paymogo,id21057
Puebla de Guzmán,id21058
Puerto Moral,id21059
Punta Umbría,id21060
Rociana del Condado,id21061
Rosal de la Frontera,id21062
San Bartolomé de la Torre,id21063
San Juan del Puerto,id21064
Sanlúcar de Guadiana,id21065
San Silvestre de Guzmán,id21066
Santa Ana la Real,id21067
Santa Bárbara de Casa,id21068
Santa Olalla del Cala,id21069
Trigueros,id21070
Valdelarco,id21071
Valverde del Camino,id21072
Villablanca,id21073
Villalba del Alcor,id21074
Villanueva de las Cruces,id21075
Villanueva de los Castillejos,id21076
Villarrasa,id21077
Zalamea la Real,id21078
Zufre,id21079
Abiego,id22001
Abizanda,id22002
Adahuesca,id22003
Agüero,id22004
Aisa,id22006
Albalate de Cinca,id22007
Albalatillo,id22008
Albelda,id22009
Albero Alto,id22011
Albero Bajo,id22012
Alberuela de Tubo,id22013
Alcalá de Gurrea,id22014
Alcalá del Obispo,id22015
Alcampell,id22016
Alcolea de Cinca,id22017
Alcubierre,id22018
Alerre,id22019
Alfántega,id22020
Almudévar,id22021
Almunia de San Juan,id22022
Almuniente,id22023
Alquézar,id22024
Altorricón,id22025
Angüés,id22027
Ansó,id22028
Antillón,id22029
Aragüés del Puerto,id22032
Arén,id22035
Argavieso,id22036
Arguis,id22037
Ayerbe,id22039
Azanuy-Alins,id22040
Azara,id22041
Azlor,id22042
Baélls,id22043
Bailo,id22044
Baldellou,id22045
Ballobar,id22046
Banastás,id22047
Barbastro,id22048
Barbués,id22049
Barbuñales,id22050
Bárcabo,id22051
Belver de Cinca,id22052
Benabarre,id22053
Benasque,id22054
Berbegal,id22055
Bielsa,id22057
Bierge,id22058
Biescas,id22059
Binaced,id22060
Binéfar,id22061
Bisaurri,id22062
Biscarrués,id22063
Blecua y Torres,id22064
Boltaña,id22066
Bonansa,id22067
Borau,id22068
Broto,id22069
Caldearenas,id22072
Campo,id22074
Camporrélls,id22075
Canal de Berdún,id22076
Candasnos,id22077
Canfranc,id22078
Capdesaso,id22079
Capella,id22080
Casbas de Huesca,id22081
Castejón del Puente,id22082
Castejón de Monegros,id22083
Castejón de Sos,id22084
Castelflorite,id22085
Castiello de Jaca,id22086
Castigaleu,id22087
Castillazuelo,id22088
Castillonroy,id22089
Colungo,id22090
Chalamera,id22094
Chía,id22095
Chimillas,id22096
Esplús,id22099
Estada,id22102
Estadilla,id22103
Estopiñán del Castillo,id22105
Fago,id22106
Fanlo,id22107
Fiscal,id22109
Fonz,id22110
Foradada del Toscar,id22111
Fraga,id22112
"Fueva, La",id22113
Gistaín,id22114
"Grado, El",id22115
Grañén,id22116
Graus,id22117
Gurrea de Gállego,id22119
Hoz de Jaca,id22122
Huerto,id22124
Huesca,id22125
Ibieca,id22126
Igriés,id22127
Ilche,id22128
Isábena,id22129
Jaca,id22130
Jasa,id22131
Labuerda,id22133
Laluenga,id22135
Lalueza,id22136
Lanaja,id22137
Laperdiguera,id22139
Lascellas-Ponzano,id22141
Lascuarre,id22142
Laspaúles,id22143
Laspuña,id22144
Loarre,id22149
Loporzano,id22150
Loscorrales,id22151
Monesma y Cajigar,id22155
Monflorite-Lascasas,id22156
Montanuy,id22157
Monzón,id22158
Naval,id22160
Novales,id22162
Nueno,id22163
Olvena,id22164
Ontiñena,id22165
Osso de Cinca,id22167
Palo,id22168
Panticosa,id22170
Peñalba,id22172
"Peñas de Riglos, Las",id22173
Peralta de Alcofea,id22174
Peralta de Calasanz,id22175
Peraltilla,id22176
Perarrúa,id22177
Pertusa,id22178
Piracés,id22181
Plan,id22182
Poleñino,id22184
Pozán de Vero,id22186
"Puebla de Castro, La",id22187
Puente de Montañana,id22188
Puértolas,id22189
"Pueyo de Araguás, El",id22190
Pueyo de Santa Cruz,id22193
Quicena,id22195
Robres,id22197
Sabiñánigo,id22199
Sahún,id22200
Salas Altas,id22201
Salas Bajas,id22202
Salillas,id22203
Sallent de Gállego,id22204
San Esteban de Litera,id22205
Sangarrén,id22206
San Juan de Plan,id22207
Santa Cilia,id22208
Santa Cruz de la Serós,id22209
Santaliestra y San Quílez,id22212
Sariñena,id22213
Secastilla,id22214
Seira,id22215
Sena,id22217
Senés de Alcubierre,id22218
Sesa,id22220
Sesué,id22221
Siétamo,id22222
Sopeira,id22223
Tamarite de Litera,id22225
Tardienta,id22226
Tella-Sin,id22227
Tierz,id22228
Tolva,id22229
Torla-Ordesa,id22230
Torralba de Aragón,id22232
Torre la Ribera,id22233
